protid	pdb_origin	pdb_confidence	pdb_chains
P23443	AlphaFold	71.68407888407887	['A']
Q4V326	AlphaFold	63.91385514018691	['A']
Q96LY2	AlphaFold	60.46644875723527	['A']
Q7Z4H4	AlphaFold	59.60999999999999	['A']
Q496Y0	AlphaFold	75.44066689234936	['A']
Q8N8Z3	AlphaFold	44.66533021624781	['A']
Q9H2H9	AlphaFold	79.8497130823901	['A']
P46783	AlphaFold	75.14337584396098	['A']
Q5VV43	AlphaFold	70.23572637176697	['A']
Q07654	AlphaFold	80.138	['A']
Q6FI81	AlphaFold	79.87695059625213	['A']
Q9H3A6	AlphaFold	34.07534904805077	['A']
Q9HCE1	AlphaFold	82.5631374750499	['A']
Q9HC36	AlphaFold	74.20625264430342	['A']
A6NJY4	AlphaFold	84.38730645161289	['A']
Q96FC7	AlphaFold	83.24055239370607	['A']
Q5SXM8	AlphaFold	67.13660991857883	['A']
P57088	AlphaFold	89.61035532994923	['A']
Q96AD5	AlphaFold	72.274877923413	['A']
Q9NRM0	AlphaFold	82.66819782870927	['A']
Q6ZU69	AlphaFold	42.07852214855386	['A']
Q8TAX9	AlphaFold	71.7242409491938	['A']
Q9XRX5	AlphaFold	66.5703236607143	['A']
Q6UX41	AlphaFold	86.59416895776056	['A']
Q8NGA8	AlphaFold	90.18273557492735	['A']
Q6PEV8	AlphaFold	57.75421140380127	['A']
A0A494BZU4	AlphaFold	75.01688559322034	['A']
Q7L5N1	AlphaFold	86.49241623965314	['A']
Q9BSK1	AlphaFold	64.24506625097428	['A']
Q9H8H3	AlphaFold	96.12143928035982	['A']
Q9UNZ2	AlphaFold	74.64766433566435	['A']
Q6P2C0	AlphaFold	76.99176978153113	['A']
A4QPB2	AlphaFold	86.01533333333333	['A']
Q9H3L0	AlphaFold	77.07929157667387	['A']
Q9UII5	AlphaFold	74.69734507706825	['A']
Q96JT2	AlphaFold	77.60240882917465	['A']
Q2TAP0	AlphaFold	79.89424124513619	['A']
Q8N0Y7	AlphaFold	93.90779694430755	['A']
P08572	AlphaFold	48.39240924092409	['A']
Q13620	AlphaFold	80.0623284481578	['A']
K7EIQ3	AlphaFold	54.018783783783796	['A']
Q5VV42	AlphaFold	83.60795846994536	['A']
Q6NUM9	AlphaFold	95.2171556122449	['A']
Q9H2H8	AlphaFold	96.65729835552075	['A']
O14836	AlphaFold	62.94399819086386	['A']
P02671	AlphaFold	62.220443180116796	['A']
P01344	AlphaFold	59.24031161473087	['A']
Q6IE37	AlphaFold	65.44636882129278	['A']
O60812	AlphaFold	70.51250888099466	['A']
P53370	AlphaFold	86.82193561208267	['A']
F8WBI6	AlphaFold	71.1963120143455	['A']
P24311	AlphaFold	90.27637770897832	['A']
Q9UJ90	AlphaFold	64.53954285714286	['A']
Q8N8A8	AlphaFold	71.39179452968646	['A']
Q96RE9	AlphaFold	67.9001617921593	['A']
Q9NSG2	AlphaFold	86.9694337953406	['A']
Q96KJ4	AlphaFold	75.6913276026743	['A']
Q8IXA5	AlphaFold	82.41173886516168	['A']
Q6ZS52	AlphaFold	52.387267536704734	['A']
Q14549	AlphaFold	60.619246420497355	['A']
P01178	AlphaFold	83.66537757437071	['A']
P34896	AlphaFold	96.60637995712753	['A']
Q8WUZ0	AlphaFold	63.68460932768019	['A']
Q6ZQW0	AlphaFold	91.13904546823247	['A']
P49458	AlphaFold	90.52259206798867	['A']
Q8IXX5	AlphaFold	74.52369471233787	['A']
Q16612	AlphaFold	65.86889087656527	['A']
Q99453	AlphaFold	60.65971197119712	['A']
Q92506	AlphaFold	93.42733969263382	['A']
Q8NCB2	AlphaFold	73.06824699110413	['A']
P0DPF4	AlphaFold	92.9670867052023	['A']
Q9P1A6	AlphaFold	49.38029090909091	['A']
P01568	AlphaFold	85.40666885245902	['A']
A2RU37	AlphaFold	44.0204157782516	['A']
P15509	AlphaFold	82.07854377880186	['A']
O94826	AlphaFold	81.34223842739378	['A']
Q9HD47	AlphaFold	78.8706106870229	['A']
Q6ZUV0	AlphaFold	90.80060975609756	['A']
Q8TCN5	AlphaFold	51.91593635748138	['A']
Q15051	AlphaFold	83.17245255775579	['A']
Q9H6F5	AlphaFold	62.80730483927941	['A']
Q16570	AlphaFold	77.70074650698602	['A']
Q71RC9	AlphaFold	77.13369932432433	['A']
Q8N7J2	AlphaFold	52.45024210094378	['A']
Q8NG41	AlphaFold	69.5602937976061	['A']
Q06945	AlphaFold	55.49031636034951	['A']
Q9C0D3	AlphaFold	92.45932416369502	['A']
P07332	AlphaFold	89.69391581826468	['A']
Q15722	AlphaFold	82.53119002644503	['A']
Q9H171	AlphaFold	55.84275576036866	['A']
Q5VWP3	AlphaFold	55.32395316027088	['A']
Q9ULV0	AlphaFold	75.50398428657033	['A']
C9JG80	AlphaFold	44.65380776132795	['A']
P19440	AlphaFold	94.94071213872833	['A']
P48169	AlphaFold	73.98813453536755	['A']
P28845	AlphaFold	94.21794713656388	['A']
Q9ULZ3	AlphaFold	71.88260840998686	['A']
Q8WWZ3	AlphaFold	73.79700346420323	['A']
Q9NZV1	AlphaFold	67.09770756516211	['A']
Q9UQB3	AlphaFold	58.6442651791461	['A']
Q6ZSV7	AlphaFold	36.31870042194093	['A']
Q16820	AlphaFold	89.84139131987855	['A']
Q96KR1	AlphaFold	62.4372732805843	['A']
Q9UJW2	AlphaFold	82.8197730829421	['A']
A0A1B0GVZ6	AlphaFold	65.99035286704473	['A']
Q9BY21	AlphaFold	81.40522051282052	['A']
P50120	AlphaFold	96.45409420289856	['A']
P10276	AlphaFold	79.41892051860204	['A']
Q8NDH6	AlphaFold	68.39722076560042	['A']
Q2M1P5	AlphaFold	67.39331977294229	['A']
P29144	AlphaFold	92.05051339973302	['A']
P17900	AlphaFold	88.86538725154216	['A']
Q99687	AlphaFold	66.62786652835408	['A']
Q9H0H9	AlphaFold	56.475355504587164	['A']
O60391	AlphaFold	75.01186880722439	['A']
Q6R2W3	AlphaFold	74.25123261931604	['A']
Q8NAN2	AlphaFold	65.79489472628835	['A']
Q13555	AlphaFold	79.16207178555203	['A']
O15040	AlphaFold	68.39074690330929	['A']
Q6P179	AlphaFold	93.54754973687588	['A']
Q8NDY8	AlphaFold	59.277903225806455	['A']
Q5SRR4	AlphaFold	79.37125753660638	['A']
O43739	AlphaFold	85.59755214723927	['A']
P55771	AlphaFold	64.12672784068724	['A']
Q8IZF7	AlphaFold	72.71556943690024	['A']
Q9H0U4	AlphaFold	86.79811938382542	['A']
Q9UFG5	AlphaFold	83.88637472283814	['A']
Q8IZJ4	AlphaFold	63.47930574462292	['A']
Q96KT6	AlphaFold	56.704267053701024	['A']
Q00610	AlphaFold	78.04167803648228	['A']
Q9BXF9	AlphaFold	85.6294865341052	['A']
Q6Q8B3	AlphaFold	83.46816190476191	['A']
O60902	AlphaFold	62.55056619144604	['A']
Q76LX8	AlphaFold	75.70600428345283	['A']
Q8N7U6	AlphaFold	63.162315981180754	['A']
Q9Y4C0	AlphaFold	76.1152109337968	['A']
Q16270	AlphaFold	85.03641518737673	['A']
P05230	AlphaFold	91.17677235772358	['A']
O43301	AlphaFold	84.3599640899641	['A']
Q9H3R2	AlphaFold	67.78911355887752	['A']
Q92819	AlphaFold	90.70736642074671	['A']
Q8N7M0	AlphaFold	77.80106529209621	['A']
Q9NR11	AlphaFold	60.129360208062415	['A']
A0A096LP01	AlphaFold	72.52083009079118	['A']
Q9NRG7	AlphaFold	97.29088797814207	['A']
Q9NYW1	AlphaFold	83.15354813046936	['A']
P62241	AlphaFold	92.85296361502348	['A']
Q59EK9	AlphaFold	69.11027777777778	['A']
Q5VWW1	AlphaFold	79.92061170212766	['A']
Q8N9N2	AlphaFold	66.26168806764797	['A']
Q8TDN4	AlphaFold	57.81542087542088	['A']
A6NDD5	AlphaFold	55.41656387665198	['A']
Q9UKA9	AlphaFold	73.37038585209002	['A']
P10600	AlphaFold	76.98141782059	['A']
Q5T197	AlphaFold	79.33011644318984	['A']
Q9H4M7	AlphaFold	58.12008635004981	['A']
P30711	AlphaFold	97.80497409326425	['A']
Q07817	AlphaFold	73.63605005440697	['A']
Q9UP95	AlphaFold	81.42085690711929	['A']
P02748	AlphaFold	78.78199864345467	['A']
O43670	AlphaFold	61.87562288613304	['A']
Q8NGP4	AlphaFold	90.18967990275527	['A']
Q9NYB0	AlphaFold	72.2953151125402	['A']
Q5HYI8	AlphaFold	81.59902412868632	['A']
Q9H0V9	AlphaFold	84.82879914224445	['A']
Q13094	AlphaFold	62.80432235294118	['A']
Q2M3A8	AlphaFold	46.056877710320904	['A']
O60888	AlphaFold	80.04816083395383	['A']
A0A1W2PQM1	AlphaFold	77.01775163398692	['A']
Q8TBB1	AlphaFold	72.40965901060072	['A']
P28566	AlphaFold	78.73442130419939	['A']
Q8WW24	AlphaFold	91.36451085424304	['A']
Q3LI76	AlphaFold	49.702140115163154	['A']
Q9BYW1	AlphaFold	88.67611361826388	['A']
Q9BR10	AlphaFold	56.778844311377256	['A']
Q9Y5H6	AlphaFold	74.14988152638104	['A']
Q9NVR2	AlphaFold	83.18717873224801	['A']
Q7Z4W2	AlphaFold	92.50080617495712	['A']
Q9H2X0	AlphaFold	74.28086761824798	['A']
Q5QJ74	AlphaFold	90.53948922350162	['A']
O60487	AlphaFold	89.47770520231214	['A']
Q15154	AlphaFold	48.68032479700187	['A']
P31948	AlphaFold	90.01086788154896	['A']
Q5GH70	AlphaFold	84.94324403789611	['A']
P54108	AlphaFold	92.58540847983454	['A']
P36955	AlphaFold	90.87656249999999	['A']
A8MTY0	AlphaFold	75.68648014440433	['A']
Q9GZK3	AlphaFold	78.6347481507573	['A']
Q16663	AlphaFold	77.85074204946996	['A']
Q5T750	AlphaFold	45.72340744858255	['A']
Q9H9P2	AlphaFold	76.37486638537271	['A']
Q9Y5Q6	AlphaFold	64.28945895522386	['A']
P37108	AlphaFold	77.28218627450981	['A']
P49207	AlphaFold	90.63741657696447	['A']
O43896	AlphaFold	68.13226740817981	['A']
Q6NXT1	AlphaFold	69.97224857268336	['A']
P55160	AlphaFold	92.68461008664742	['A']
Q9HC78	AlphaFold	48.2357293682914	['A']
Q8NGJ8	AlphaFold	84.71846680080483	['A']
Q9NNX1	AlphaFold	76.59299677419357	['A']
A7MD48	AlphaFold	47.237433977958	['A']
O14514	AlphaFold	62.58206797471471	['A']
Q9C040	AlphaFold	85.26577890324833	['A']
Q8WXA2	AlphaFold	80.20674772036475	['A']
Q15020	AlphaFold	78.72718964401295	['A']
Q13445	AlphaFold	83.4781479390175	['A']
O95750	AlphaFold	79.54819798458803	['A']
P20702	AlphaFold	88.15801355404956	['A']
Q5SZJ8	AlphaFold	72.54135779816514	['A']
O95793	AlphaFold	68.17659454586432	['A']
Q96D21	AlphaFold	83.30990583804143	['A']
Q9H841	AlphaFold	79.54660846205506	['A']
Q8N945	AlphaFold	87.92102998696218	['A']
P51688	AlphaFold	96.63684302470675	['A']
Q8NG31	AlphaFold	40.199630984400216	['A']
Q9NUL5	AlphaFold	88.16354031910306	['A']
Q8TDN7	AlphaFold	93.68663483401545	['A']
Q9H672	AlphaFold	92.52770660340056	['A']
Q8N7A1	AlphaFold	93.3481961737018	['A']
P25874	AlphaFold	72.43713483146067	['A']
Q6NVV7	AlphaFold	87.18527461139897	['A']
Q8TDZ2	AlphaFold	75.82664778206365	['A']
P48681	AlphaFold	49.431909229412234	['A']
P07196	AlphaFold	72.26284986098239	['A']
Q629K1	AlphaFold	74.41818448023426	['A']
Q96CU9	AlphaFold	90.13171759747102	['A']
P18075	AlphaFold	76.70694452428857	['A']
Q9P1G2	AlphaFold	52.69769326683292	['A']
Q5T619	AlphaFold	60.62276454420522	['A']
Q9NPH9	AlphaFold	86.14399712437094	['A']
Q9UBR2	AlphaFold	92.63248006714227	['A']
Q7Z4B0	AlphaFold	62.436700913242014	['A']
O95382	AlphaFold	75.4406410767697	['A']
P68431	AlphaFold	87.28691951896393	['A']
Q538Z0	AlphaFold	67.7835242290749	['A']
P26010	AlphaFold	82.84386341141537	['A']
P39656	AlphaFold	89.45211682892908	['A']
P98073	AlphaFold	82.0952410927861	['A']
Q96RT6	AlphaFold	70.67364574662892	['A']
A0A075B6N1	AlphaFold	90.7316089385475	['A']
Q9H0M0	AlphaFold	76.73831578947367	['A']
Q8TB45	AlphaFold	80.81003390875462	['A']
Q6DKI2	AlphaFold	84.7577435530086	['A']
P07237	AlphaFold	88.37465012406948	['A']
Q7LDG7	AlphaFold	77.26391536565325	['A']
Q13242	AlphaFold	70.31683102493075	['A']
Q6ZVX9	AlphaFold	86.64015578389127	['A']
Q969S9	AlphaFold	78.5096150682678	['A']
Q9H7E9	AlphaFold	72.70266552511416	['A']
P25092	AlphaFold	79.6570737327189	['A']
P17020	AlphaFold	68.90663986537024	['A']
Q9P0X4	AlphaFold	60.57776422764227	['A']
A6NKC9	AlphaFold	56.11134434634007	['A']
P23352	AlphaFold	76.88668657830875	['A']
Q9NQX0	AlphaFold	56.94598318955984	['A']
Q9P0T7	AlphaFold	73.2226550522648	['A']
Q9HBH5	AlphaFold	88.33399227799228	['A']
Q6PD74	AlphaFold	80.51478600823044	['A']
Q13939	AlphaFold	91.46480128205128	['A']
Q8IXS2	AlphaFold	82.79076502732241	['A']
O76021	AlphaFold	67.86175284384696	['A']
Q9H8W3	AlphaFold	71.85052105263158	['A']
P11055	AlphaFold	74.06191808700076	['A']
O95231	AlphaFold	63.81415416451113	['A']
O43677	AlphaFold	82.93817447495961	['A']
Q96CW5	AlphaFold	74.449341563786	['A']
Q6UXR8	AlphaFold	43.67787845303867	['A']
Q6NXT4	AlphaFold	71.95742373821409	['A']
Q8NEE0	AlphaFold	62.84653450807637	['A']
Q7Z7H5	AlphaFold	85.75374794520549	['A']
Q6P9A1	AlphaFold	66.87115257048093	['A']
Q5M9Q1	AlphaFold	60.860039975399744	['A']
Q12951	AlphaFold	59.97752595155709	['A']
Q96T66	AlphaFold	89.51473156046161	['A']
Q9C086	AlphaFold	66.54855612998523	['A']
P07384	AlphaFold	89.63962930885154	['A']
Q4G0S4	AlphaFold	86.60034217877096	['A']
P22676	AlphaFold	75.57890293453725	['A']
Q9GIP4	AlphaFold	78.61198133524768	['A']
Q9H3S1	AlphaFold	84.77777909940527	['A']
Q5VU43	AlphaFold	58.22683681153185	['A']
Q8IWC1	AlphaFold	55.94997239174658	['A']
Q9Y487	AlphaFold	81.76171734723428	['A']
Q9UBK5	AlphaFold	67.31897744360901	['A']
P19622	AlphaFold	62.24121514773201	['A']
Q99988	AlphaFold	75.41460350584308	['A']
Q2TAC2	AlphaFold	72.11099516240498	['A']
Q9BZD4	AlphaFold	89.42832808398951	['A']
A0A494C0Y3	AlphaFold	65.45388042203986	['A']
Q8TDN2	AlphaFold	75.4050500227376	['A']
Q9UKB3	AlphaFold	68.06863746958638	['A']
Q6ZWH5	AlphaFold	70.73346198955113	['A']
Q9UI46	AlphaFold	80.03192976169146	['A']
P40227	AlphaFold	90.14556594488188	['A']
Q8N9V2	AlphaFold	85.96534194938073	['A']
Q8NGP2	AlphaFold	89.22684655658477	['A']
Q15554	AlphaFold	69.67631843174756	['A']
Q8ND56	AlphaFold	60.071353932584266	['A']
P55789	AlphaFold	79.16813146682898	['A']
Q14919	AlphaFold	74.15030651340996	['A']
Q9NV06	AlphaFold	92.67959567986708	['A']
Q8IZJ3	AlphaFold	73.57186032138442	['A']
Q5D862	AlphaFold	33.53865728021978	['A']
Q5EBN2	AlphaFold	85.62241502683364	['A']
Q96KX2	AlphaFold	88.70075862068965	['A']
Q9UHE5	AlphaFold	92.91697506925209	['A']
Q9BRG1	AlphaFold	92.8903005464481	['A']
Q70IA8	AlphaFold	90.02361772853186	['A']
P13284	AlphaFold	83.51742842535789	['A']
Q969Q0	AlphaFold	95.13595647193584	['A']
P40145	AlphaFold	72.0472315181016	['A']
Q8IX05	AlphaFold	80.35366449511402	['A']
Q13535	AlphaFold	76.46576377729464	['A']
Q99618	AlphaFold	59.24924019607843	['A']
P41273	AlphaFold	77.18760638297873	['A']
P01133	AlphaFold	69.17312726884475	['A']
P53675	AlphaFold	77.15246275463667	['A']
P0DL12	AlphaFold	60.64086631016042	['A']
Q9Y2C3	AlphaFold	92.59738328756374	['A']
Q8N8E1	AlphaFold	54.21879609544468	['A']
H3BS89	AlphaFold	73.89410157917199	['A']
A0A6Q8PHR7	AlphaFold	59.99097402597403	['A']
Q9NSA3	AlphaFold	80.00840625000001	['A']
Q5R3F8	AlphaFold	61.75815572470664	['A']
O15552	AlphaFold	88.43482850609756	['A']
Q16665	AlphaFold	61.0109727146601	['A']
Q9H0W9	AlphaFold	97.5503071948262	['A']
Q9Y2W6	AlphaFold	74.65489903625516	['A']
Q99578	AlphaFold	89.24842105263157	['A']
Q9Y644	AlphaFold	88.28523214982442	['A']
P09619	AlphaFold	73.5114800367141	['A']
O94886	AlphaFold	75.30155268022182	['A']
P40225	AlphaFold	61.35898910184142	['A']
Q8IUB5	AlphaFold	69.39094444444444	['A']
P0C864	AlphaFold	51.05491511035654	['A']
Q13443	AlphaFold	76.06719760290176	['A']
Q8WV83	AlphaFold	73.37449746926971	['A']
Q9NRJ4	AlphaFold	53.98359582702339	['A']
O43462	AlphaFold	87.8286331112756	['A']
Q5VYY1	AlphaFold	94.47759634225997	['A']
Q63HM1	AlphaFold	94.38717799082951	['A']
P49765	AlphaFold	75.30385685884693	['A']
Q9ULI0	AlphaFold	60.35826781857451	['A']
A0A376A8Z9	AlphaFold	86.74792689579922	['A']
P61758	AlphaFold	87.19843335439039	['A']
Q15973	AlphaFold	74.74971164115344	['A']
Q9UBF1	AlphaFold	66.55059675750259	['A']
O60279	AlphaFold	55.7072502617801	['A']
Q8N9C0	AlphaFold	84.79101305334846	['A']
P61956	AlphaFold	83.46434954007884	['A']
Q9C0C4	AlphaFold	81.6935706629919	['A']
P49770	AlphaFold	86.74049689440994	['A']
Q8NI38	AlphaFold	88.36183361629881	['A']
P43088	AlphaFold	80.54014957264957	['A']
A0A075B7D4	AlphaFold	90.66263936291239	['A']
P55198	AlphaFold	51.23642502229583	['A']
Q07812	AlphaFold	87.77255376344085	['A']
A0A5F9ZGZ6	AlphaFold	45.36151638234497	['A']
O75310	AlphaFold	93.04997446610956	['A']
Q93083	AlphaFold	78.25448362720405	['A']
P32881	AlphaFold	85.24545984455958	['A']
P0DTU3	AlphaFold	91.2205611775529	['A']
Q8TAI1	AlphaFold	51.88876068376068	['A']
Q8WXX7	AlphaFold	42.370888979508614	['A']
Q96GC6	AlphaFold	60.83065885516712	['A']
Q8IXS0	AlphaFold	50.25238225086762	['A']
P39877	AlphaFold	91.73145852324522	['A']
Q8N823	AlphaFold	64.30649526149526	['A']
Q6ZQQ2	AlphaFold	39.711210453920216	['A']
P62318	AlphaFold	83.196	['A']
Q8N162	AlphaFold	88.12306147047006	['A']
Q8NH70	AlphaFold	85.49535990712074	['A']
P17022	AlphaFold	56.761813815187566	['A']
P11310	AlphaFold	93.07052872860636	['A']
Q8NH55	AlphaFold	81.98177419354839	['A']
Q8NCR0	AlphaFold	86.60191154422787	['A']
Q13261	AlphaFold	65.38506072874495	['A']
Q6P158	AlphaFold	76.96876245315785	['A']
Q12816	AlphaFold	50.088567329573564	['A']
P35503	AlphaFold	91.45195426685524	['A']
Q96KN1	AlphaFold	79.13564092029581	['A']
Q6NUR6	AlphaFold	67.20044198895027	['A']
O00635	AlphaFold	87.55324953196042	['A']
O14654	AlphaFold	49.034009779951106	['A']
Q8N8Q8	AlphaFold	83.90213221245702	['A']
Q9UHG3	AlphaFold	91.61545272134437	['A']
P30876	AlphaFold	89.95666879591185	['A']
P29466	AlphaFold	82.11692648922687	['A']
Q6ZVM7	AlphaFold	71.57413049062419	['A']
O94901	AlphaFold	60.522369085173494	['A']
P59022	AlphaFold	39.698325581395345	['A']
P14136	AlphaFold	80.79314465408804	['A']
O43678	AlphaFold	85.97940104166668	['A']
Q8NEJ0	AlphaFold	93.12618724559023	['A']
P01275	AlphaFold	69.38737449118045	['A']
A0A0U1RQS6	AlphaFold	57.83860349127182	['A']
Q9H6W3	AlphaFold	81.0976391937737	['A']
P22309	AlphaFold	91.34756982573407	['A']
Q9BSY9	AlphaFold	85.75368630046327	['A']
P57796	AlphaFold	66.10069353327086	['A']
Q2NKX9	AlphaFold	77.16107738998483	['A']
O94875	AlphaFold	52.140703321878576	['A']
Q8NEF3	AlphaFold	81.9287440381558	['A']
Q00341	AlphaFold	75.25843693421848	['A']
P08047	AlphaFold	39.86557168141593	['A']
O43320	AlphaFold	81.88612135633552	['A']
Q92186	AlphaFold	85.47772058823529	['A']
Q8WX94	AlphaFold	82.25521239954077	['A']
Q14CB8	AlphaFold	69.3830007655014	['A']
Q9Y4C8	AlphaFold	71.01531225191849	['A']
Q9Y305	AlphaFold	86.29747644875819	['A']
Q9BVQ7	AlphaFold	77.06355379188712	['A']
O95983	AlphaFold	77.9231347826087	['A']
Q8IYW4	AlphaFold	57.67435085497151	['A']
B4DI05	AlphaFold	68.9611161387632	['A']
Q2NKX8	AlphaFold	62.79457892082703	['A']
P11926	AlphaFold	88.44024777282851	['A']
P50991	AlphaFold	89.16018536826495	['A']
Q9H446	AlphaFold	81.71608961303463	['A']
Q0VAK6	AlphaFold	67.68576550813903	['A']
Q9UBP0	AlphaFold	76.9700148210883	['A']
P23610	AlphaFold	78.79680464778505	['A']
P14902	AlphaFold	93.39839448102853	['A']
Q86YS6	AlphaFold	85.31970158343485	['A']
Q6ZTU2	AlphaFold	51.74398791540785	['A']
Q9NZS2	AlphaFold	78.7697371244635	['A']
Q9GZQ6	AlphaFold	77.63725734639358	['A']
Q16654	AlphaFold	89.69197980416158	['A']
