nomburg_cluster_id	nomburg_cluster_representative	nomburg_protein_name	gene_name	ncbi_id	virus	taxon_id	nomburg_cluster_count	superkingdom	phylum	class	order	family	genus	species	structure_filepaths
104	G_protein__YP_009666854__Mount_Mabu_Lophuromys_virus_2__2116560	neuraminidase__YP_308872__Influenza_A_virus_-A_Korea_426_1968-H2N2--__488241	neuraminidase	YP_308872	Influenza_A_virus_-A_Korea_426_1968-H2N2--	;488241;	69	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza_A_virus_(A/Korea/426/1968(H2N2))	viral_structures/Orthomyxoviridae/neuraminidase__YP_308872__Influenza_A_virus_-A_Korea_426_1968-H2N2--__488241.pdb
104	G_protein__YP_009666854__Mount_Mabu_Lophuromys_virus_2__2116560	neuraminidase__YP_009118481__Influenza_A_virus_-A_Shanghai_02_2013-H7N9--__1332244	neuraminidase	YP_009118481	Influenza_A_virus_-A_Shanghai_02_2013-H7N9--	;1332244;	69	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza_A_virus_(A/Shanghai/02/2013(H7N9))	viral_structures/Orthomyxoviridae/neuraminidase__YP_009118481__Influenza_A_virus_-A_Shanghai_02_2013-H7N9--__1332244.pdb
104	G_protein__YP_009666854__Mount_Mabu_Lophuromys_virus_2__2116560	neuraminidase__YP_308668__Influenza_A_virus_-A_goose_Guangdong_1_1996-H5N1--__93838	neuraminidase	YP_308668	Influenza_A_virus_-A_goose_Guangdong_1_1996-H5N1--	;93838;	69	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza_A_virus_(A/goose/Guangdong/1/1996(H5N1))	viral_structures/Orthomyxoviridae/neuraminidase__YP_308668__Influenza_A_virus_-A_goose_Guangdong_1_1996-H5N1--__93838.pdb
104	G_protein__YP_009666854__Mount_Mabu_Lophuromys_virus_2__2116560	neuraminidase__NP_040981__Influenza_A_virus_-A_Puerto_Rico_8_1934-H1N1--__211044	neuraminidase	NP_040981	Influenza_A_virus_-A_Puerto_Rico_8_1934-H1N1--	;211044;	69	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza_A_virus_(A/Puerto_Rico/8/1934(H1N1))	viral_structures/Orthomyxoviridae/neuraminidase__NP_040981__Influenza_A_virus_-A_Puerto_Rico_8_1934-H1N1--__211044.pdb
104	G_protein__YP_009666854__Mount_Mabu_Lophuromys_virus_2__2116560	neuraminidase__YP_009118627__Influenza_A_virus_-A_California_07_2009-H1N1--__641809	neuraminidase	YP_009118627	Influenza_A_virus_-A_California_07_2009-H1N1--	;641809;	69	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza_A_virus_(A/California/07/2009(H1N1))	viral_structures/Orthomyxoviridae/neuraminidase__YP_009118627__Influenza_A_virus_-A_California_07_2009-H1N1--__641809.pdb
104	G_protein__YP_009666854__Mount_Mabu_Lophuromys_virus_2__2116560	neuraminidase__YP_308842__Influenza_A_virus_-A_New_York_392_2004-H3N2--__335341	neuraminidase	YP_308842	Influenza_A_virus_-A_New_York_392_2004-H3N2--	;335341;	69	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza_A_virus_(A/New_York/392/2004(H3N2))	viral_structures/Orthomyxoviridae/neuraminidase__YP_308842__Influenza_A_virus_-A_New_York_392_2004-H3N2--__335341.pdb
104	G_protein__YP_009666854__Mount_Mabu_Lophuromys_virus_2__2116560	neuraminidase__NP_056663__Influenza_B_virus_-B_Lee_1940-__518987	neuraminidase	NP_056663	Influenza_B_virus_-B_Lee_1940-	;518987;	69	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Betainfluenzavirus	Influenza_B_virus_(B/Lee/1940)	viral_structures/Orthomyxoviridae/neuraminidase__NP_056663__Influenza_B_virus_-B_Lee_1940-__518987.pdb
104	G_protein__YP_009666854__Mount_Mabu_Lophuromys_virus_2__2116560	neuraminidase__NP_859038__Influenza_A_virus_-A_Hong_Kong_1073_99-H9N2--__130760	neuraminidase	NP_859038	Influenza_A_virus_-A_Hong_Kong_1073_99-H9N2--	;130760;	69	Viruses	Negarnaviricota	Insthoviricetes	Articulavirales	Orthomyxoviridae	Alphainfluenzavirus	Influenza_A_virus_(A/Hong_Kong/1073/99(H9N2))	viral_structures/Orthomyxoviridae/neuraminidase__NP_859038__Influenza_A_virus_-A_Hong_Kong_1073_99-H9N2--__130760.pdb
104	G_protein__YP_009666854__Mount_Mabu_Lophuromys_virus_2__2116560	HN_glycoprotein__NP_604441__Human_respirovirus_1__12730	HN_glycoprotein	NP_604441	Human_respirovirus_1	;12730;	69	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Respirovirus	Human_respirovirus_1	viral_structures/Paramyxoviridae/HN_glycoprotein__NP_604441__Human_respirovirus_1__12730.pdb
104	G_protein__YP_009666854__Mount_Mabu_Lophuromys_virus_2__2116560	hemagglutinin_protein__NP_056923__Measles_morbillivirus__11234	hemagglutinin_protein	NP_056923	Measles_morbillivirus	;11234;	69	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Morbillivirus	Measles_morbillivirus	viral_structures/Paramyxoviridae/hemagglutinin_protein__NP_056923__Measles_morbillivirus__11234.pdb
104	G_protein__YP_009666854__Mount_Mabu_Lophuromys_virus_2__2116560	attachment_protein__YP_009512970__Menangle_virus__152219	attachment_protein	YP_009512970	Menangle_virus	;152219;	69	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Pararubulavirus	Menangle_virus	viral_structures/Paramyxoviridae/attachment_protein__YP_009512970__Menangle_virus__152219.pdb
104	G_protein__YP_009666854__Mount_Mabu_Lophuromys_virus_2__2116560	hemagglutinin-neuraminidase__NP_054713__Mumps_orthorubulavirus__2560602	hemagglutinin-neuraminidase	NP_054713	Mumps_orthorubulavirus	;2560602;	69	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Orthorubulavirus	Mumps_orthorubulavirus	viral_structures/Paramyxoviridae/hemagglutinin-neuraminidase__NP_054713__Mumps_orthorubulavirus__2560602.pdb
104	G_protein__YP_009666854__Mount_Mabu_Lophuromys_virus_2__2116560	attachment_protein__YP_010087174__Alston_virus__2495433	attachment_protein	YP_010087174	Alston_virus	;2495433;	69	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Orthorubulavirus	Alston_virus	viral_structures/Paramyxoviridae/attachment_protein__YP_010087174__Alston_virus__2495433.pdb
104	G_protein__YP_009666854__Mount_Mabu_Lophuromys_virus_2__2116560	hemagglutinin-neuraminidase__ACA49109__Avian_metaavulavirus_2__2560313	hemagglutinin-neuraminidase	ACA49109	Avian_metaavulavirus_2	;2560313;	69	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Avian_metaavulavirus_2	viral_structures/Paramyxoviridae/hemagglutinin-neuraminidase__ACA49109__Avian_metaavulavirus_2__2560313.pdb
104	G_protein__YP_009666854__Mount_Mabu_Lophuromys_virus_2__2116560	hemagglutinin-neuraminidase__YP_009094033__Sosuga_virus__1452514	hemagglutinin-neuraminidase	YP_009094033	Sosuga_virus	;1452514;	69	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Pararubulavirus	Sosuga_virus	viral_structures/Paramyxoviridae/hemagglutinin-neuraminidase__YP_009094033__Sosuga_virus__1452514.pdb
104	G_protein__YP_009666854__Mount_Mabu_Lophuromys_virus_2__2116560	hemagglutinin-neuraminidase_protein__YP_009512955__Avian_metaavulavirus_8__2560318	hemagglutinin-neuraminidase_protein	YP_009512955	Avian_metaavulavirus_8	;2560318;	69	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Avian_metaavulavirus_8	viral_structures/Paramyxoviridae/hemagglutinin-neuraminidase_protein__YP_009512955__Avian_metaavulavirus_8__2560318.pdb
104	G_protein__YP_009666854__Mount_Mabu_Lophuromys_virus_2__2116560	hemagglutinin-neuraminidase_protein__YP_138517__Parainfluenza_virus_5__2905673	hemagglutinin-neuraminidase_protein	YP_138517	Parainfluenza_virus_5	;2905673;	69	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Orthorubulavirus	Parainfluenza_virus_5	viral_structures/Paramyxoviridae/hemagglutinin-neuraminidase_protein__YP_138517__Parainfluenza_virus_5__2905673.pdb
104	G_protein__YP_009666854__Mount_Mabu_Lophuromys_virus_2__2116560	hemagglutinin-neuraminidase__YP_009094059__Avian_metaavulavirus_7__2560317	hemagglutinin-neuraminidase	YP_009094059	Avian_metaavulavirus_7	;2560317;	69	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Avian_metaavulavirus_7	viral_structures/Paramyxoviridae/hemagglutinin-neuraminidase__YP_009094059__Avian_metaavulavirus_7__2560317.pdb
104	G_protein__YP_009666854__Mount_Mabu_Lophuromys_virus_2__2116560	hemagglutinin-neuraminidase__YP_009513218__Avian_metaavulavirus_2__2560313	hemagglutinin-neuraminidase	YP_009513218	Avian_metaavulavirus_2	;2560313;	69	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Paramyxoviridae	Metaavulavirus	Avian_metaavulavirus_2	viral_structures/Paramyxoviridae/hemagglutinin-neuraminidase__YP_009513218__Avian_metaavulavirus_2__2560313.pdb
392	GP27__YP_007417799__Caviid_betaherpesvirus_2__33706	protein_UL27__YP_081486__Human_betaherpesvirus_5__10359	protein_UL27	YP_081486	Human_betaherpesvirus_5	;10359;	26	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Human_betaherpesvirus_5	viral_structures/Herpesviridae/protein_UL27__YP_081486__Human_betaherpesvirus_5__10359.pdb
392	GP27__YP_007417799__Caviid_betaherpesvirus_2__33706	protein_UL27__YP_004936004__Cercopithecine_betaherpesvirus_5__50292	protein_UL27	YP_004936004	Cercopithecine_betaherpesvirus_5	;50292;	26	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Cercopithecine_betaherpesvirus_5	viral_structures/Herpesviridae/protein_UL27__YP_004936004__Cercopithecine_betaherpesvirus_5__50292.pdb
392	GP27__YP_007417799__Caviid_betaherpesvirus_2__33706	protein_UL27__YP_002608241__Human_herpesvirus_5__10359	protein_UL27	YP_002608241	Human_herpesvirus_5	;10359;	26	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Human_betaherpesvirus_5	viral_structures/Herpesviridae/protein_UL27__YP_002608241__Human_herpesvirus_5__10359.pdb
392	GP27__YP_007417799__Caviid_betaherpesvirus_2__33706	hypothetical_protein_HhV6Bgp009__NP_050186__Human_betaherpesvirus_6B__32604	hypothetical_protein_HhV6Bgp009	NP_050186	Human_betaherpesvirus_6B	;32604;	26	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human_betaherpesvirus_6B	viral_structures/Herpesviridae/hypothetical_protein_HhV6Bgp009__NP_050186__Human_betaherpesvirus_6B__32604.pdb
392	GP27__YP_007417799__Caviid_betaherpesvirus_2__33706	U4__NP_042895__Human_betaherpesvirus_6A__32603	U4	NP_042895	Human_betaherpesvirus_6A	;32603;	26	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human_betaherpesvirus_6A	viral_structures/Herpesviridae/U4__NP_042895__Human_betaherpesvirus_6A__32603.pdb
392	GP27__YP_007417799__Caviid_betaherpesvirus_2__33706	protein_UL27__YP_073748__Human_betaherpesvirus_7__10372	protein_UL27	YP_073748	Human_betaherpesvirus_7	;10372;	26	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Roseolovirus	Human_betaherpesvirus_7	viral_structures/Herpesviridae/protein_UL27__YP_073748__Human_betaherpesvirus_7__10372.pdb
486	IL-10__NP_659579__Sheeppox_virus__10266	interleukin-10__NP_783792__Human_herpesvirus_5__10359	interleukin-10	NP_783792	Human_herpesvirus_5	;10359;	20	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Human_betaherpesvirus_5	viral_structures/Herpesviridae/interleukin-10__NP_783792__Human_herpesvirus_5__10359.pdb
486	IL-10__NP_659579__Sheeppox_virus__10266	interleukin-10__YP_081552__Human_betaherpesvirus_5__10359	interleukin-10	YP_081552	Human_betaherpesvirus_5	;10359;	20	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Human_betaherpesvirus_5	viral_structures/Herpesviridae/interleukin-10__YP_081552__Human_betaherpesvirus_5__10359.pdb
486	IL-10__NP_659579__Sheeppox_virus__10266	interleukin-10__YP_004936071__Cercopithecine_betaherpesvirus_5__50292	interleukin-10	YP_004936071	Cercopithecine_betaherpesvirus_5	;50292;	20	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Cytomegalovirus	Cercopithecine_betaherpesvirus_5	viral_structures/Herpesviridae/interleukin-10__YP_004936071__Cercopithecine_betaherpesvirus_5__50292.pdb
486	IL-10__NP_659579__Sheeppox_virus__10266	ORF127_IL-10-like_protein__NP_957904__Orf_virus__10258	ORF127_IL-10-like_protein	NP_957904	Orf_virus	;10258;	20	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Parapoxvirus	Orf_virus	viral_structures/Poxviridae/ORF127_IL-10-like_protein__NP_957904__Orf_virus__10258.pdb
486	IL-10__NP_659579__Sheeppox_virus__10266	BCRF1__YP_001129439__Human_herpesvirus_4_type_2__12509	BCRF1	YP_001129439	Human_herpesvirus_4_type_2	;12509;	20	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Lymphocryptovirus	Human_herpesvirus_4_type_2	viral_structures/Herpesviridae/BCRF1__YP_001129439__Human_herpesvirus_4_type_2__12509.pdb
486	IL-10__NP_659579__Sheeppox_virus__10266	interleukin-10_BCRF1__YP_401634__Human_gammaherpesvirus_4__10376	interleukin-10_BCRF1	YP_401634	Human_gammaherpesvirus_4	;10376;	20	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Lymphocryptovirus	Human_gammaherpesvirus_4	viral_structures/Herpesviridae/interleukin-10_BCRF1__YP_401634__Human_gammaherpesvirus_4__10376.pdb
614	BFRF3__YP_010084644__Lymphocryptovirus_Macaca_pfe-lcl-E3__1716044	small_capsid_protein__YP_401651__Human_gammaherpesvirus_4__10376	small_capsid_protein	YP_401651	Human_gammaherpesvirus_4	;10376;	15	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Lymphocryptovirus	Human_gammaherpesvirus_4	viral_structures/Herpesviridae/small_capsid_protein__YP_401651__Human_gammaherpesvirus_4__10376.pdb
614	BFRF3__YP_010084644__Lymphocryptovirus_Macaca_pfe-lcl-E3__1716044	BFRF3__YP_001129448__Human_herpesvirus_4_type_2__12509	BFRF3	YP_001129448	Human_herpesvirus_4_type_2	;12509;	15	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Lymphocryptovirus	Human_herpesvirus_4_type_2	viral_structures/Herpesviridae/BFRF3__YP_001129448__Human_herpesvirus_4_type_2__12509.pdb
614	BFRF3__YP_010084644__Lymphocryptovirus_Macaca_pfe-lcl-E3__1716044	ORF65__YP_001129422__Human_gammaherpesvirus_8__37296	ORF65	YP_001129422	Human_gammaherpesvirus_8	;37296;	15	Viruses	Peploviricota	Herviviricetes	Herpesvirales	Herpesviridae	Rhadinovirus	Human_gammaherpesvirus_8	viral_structures/Herpesviridae/ORF65__YP_001129422__Human_gammaherpesvirus_8__37296.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	CPXV030_protein__NP_619819__Cowpox_virus__10243	CPXV030_protein	NP_619819	Cowpox_virus	;10243;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Cowpox_virus	viral_structures/Poxviridae/CPXV030_protein__NP_619819__Cowpox_virus__10243.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	hypothetical_protein_KM542_gp026__YP_010085474__Akhmeta_virus__2200830	hypothetical_protein_KM542_gp026	YP_010085474	Akhmeta_virus	;2200830;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Akhmeta_virus	viral_structures/Poxviridae/hypothetical_protein_KM542_gp026__YP_010085474__Akhmeta_virus__2200830.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	hypothetical_protein_VARVgp009__NP_042053__Variola_virus__10255	hypothetical_protein_VARVgp009	NP_042053	Variola_virus	;10255;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola_virus	viral_structures/Poxviridae/hypothetical_protein_VARVgp009__NP_042053__Variola_virus__10255.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	hypothetical_protein_VACWR022__YP_232904__Vaccinia_virus__10245	hypothetical_protein_VACWR022	YP_232904	Vaccinia_virus	;10245;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Vaccinia_virus	viral_structures/Poxviridae/hypothetical_protein_VACWR022__YP_232904__Vaccinia_virus__10245.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	hypothetical_protein_CKM51_gp164__YP_009408552__NY_014_poxvirus__2025360	hypothetical_protein_CKM51_gp164	YP_009408552	NY_014_poxvirus	;2025360;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Centapoxvirus	NY_014_poxvirus	viral_structures/Poxviridae/hypothetical_protein_CKM51_gp164__YP_009408552__NY_014_poxvirus__2025360.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	CPXV190_protein__NP_619972__Cowpox_virus__10243	CPXV190_protein	NP_619972	Cowpox_virus	;10243;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Cowpox_virus	viral_structures/Poxviridae/CPXV190_protein__NP_619972__Cowpox_virus__10243.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	Toll_IL1-receptor__YP_233060__Vaccinia_virus__10245	Toll_IL1-receptor	YP_233060	Vaccinia_virus	;10245;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Vaccinia_virus	viral_structures/Poxviridae/Toll_IL1-receptor__YP_233060__Vaccinia_virus__10245.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	hypothetical_protein_KM542_gp186__YP_010085634__Akhmeta_virus__2200830	hypothetical_protein_KM542_gp186	YP_010085634	Akhmeta_virus	;2200830;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Akhmeta_virus	viral_structures/Poxviridae/hypothetical_protein_KM542_gp186__YP_010085634__Akhmeta_virus__2200830.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	Bcl-2-like_protein__YP_010377013__Monkeypox_virus__10244	Bcl-2-like_protein	YP_010377013	Monkeypox_virus	;10244;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Monkeypox_virus	viral_structures/Poxviridae/Bcl-2-like_protein__YP_010377013__Monkeypox_virus__10244.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	Bcl-2-like_protein__YP_010377177__Monkeypox_virus__10244	Bcl-2-like_protein	YP_010377177	Monkeypox_virus	;10244;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Monkeypox_virus	viral_structures/Poxviridae/Bcl-2-like_protein__YP_010377177__Monkeypox_virus__10244.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	hypothetical_protein_VARVgp001__NP_042045__Variola_virus__10255	hypothetical_protein_VARVgp001	NP_042045	Variola_virus	;10255;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola_virus	viral_structures/Poxviridae/hypothetical_protein_VARVgp001__NP_042045__Variola_virus__10255.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	hypothetical_protein_CKM51_gp192__YP_009408580__NY_014_poxvirus__2025360	hypothetical_protein_CKM51_gp192	YP_009408580	NY_014_poxvirus	;2025360;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Centapoxvirus	NY_014_poxvirus	viral_structures/Poxviridae/hypothetical_protein_CKM51_gp192__YP_009408580__NY_014_poxvirus__2025360.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	hypothetical_protein_CKM51_gp003__YP_009408391__NY_014_poxvirus__2025360	hypothetical_protein_CKM51_gp003	YP_009408391	NY_014_poxvirus	;2025360;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Centapoxvirus	NY_014_poxvirus	viral_structures/Poxviridae/hypothetical_protein_CKM51_gp003__YP_009408391__NY_014_poxvirus__2025360.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	hypothetical_protein_VARVgp182__NP_042226__Variola_virus__10255	hypothetical_protein_VARVgp182	NP_042226	Variola_virus	;10255;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Variola_virus	viral_structures/Poxviridae/hypothetical_protein_VARVgp182__NP_042226__Variola_virus__10255.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	hypothetical_protein_VACWR196__YP_233078__Vaccinia_virus__10245	hypothetical_protein_VACWR196	YP_233078	Vaccinia_virus	;10245;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Vaccinia_virus	viral_structures/Poxviridae/hypothetical_protein_VACWR196__YP_233078__Vaccinia_virus__10245.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	CPXV222_protein__NP_620002__Cowpox_virus__10243	CPXV222_protein	NP_620002	Cowpox_virus	;10243;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Cowpox_virus	viral_structures/Poxviridae/CPXV222_protein__NP_620002__Cowpox_virus__10243.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	CPXV208_protein__NP_619989__Cowpox_virus__10243	CPXV208_protein	NP_619989	Cowpox_virus	;10243;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Cowpox_virus	viral_structures/Poxviridae/CPXV208_protein__NP_619989__Cowpox_virus__10243.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	6L_protein__NP_073391__Yaba-like_disease_virus__132475	6L_protein	NP_073391	Yaba-like_disease_virus	;132475;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Yatapoxvirus	Yaba-like_disease_virus	viral_structures/Poxviridae/6L_protein__NP_073391__Yaba-like_disease_virus__132475.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	ankyrin-containing_protein__YP_010085454__Akhmeta_virus__2200830	ankyrin-containing_protein	YP_010085454	Akhmeta_virus	;2200830;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Akhmeta_virus	viral_structures/Poxviridae/ankyrin-containing_protein__YP_010085454__Akhmeta_virus__2200830.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	CPXV009_CDS__NP_619797__Cowpox_virus__10243	CPXV009_CDS	NP_619797	Cowpox_virus	;10243;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Cowpox_virus	viral_structures/Poxviridae/CPXV009_CDS__NP_619797__Cowpox_virus__10243.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	hypothetical_protein_KM542_gp215__YP_010085663__Akhmeta_virus__2200830	hypothetical_protein_KM542_gp215	YP_010085663	Akhmeta_virus	;2200830;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Akhmeta_virus	viral_structures/Poxviridae/hypothetical_protein_KM542_gp215__YP_010085663__Akhmeta_virus__2200830.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	hypothetical_protein_KM542_gp203__YP_010085651__Akhmeta_virus__2200830	hypothetical_protein_KM542_gp203	YP_010085651	Akhmeta_virus	;2200830;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Akhmeta_virus	viral_structures/Poxviridae/hypothetical_protein_KM542_gp203__YP_010085651__Akhmeta_virus__2200830.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	hypothetical_protein_CKM51_gp179__YP_009408567__NY_014_poxvirus__2025360	hypothetical_protein_CKM51_gp179	YP_009408567	NY_014_poxvirus	;2025360;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Centapoxvirus	NY_014_poxvirus	viral_structures/Poxviridae/hypothetical_protein_CKM51_gp179__YP_009408567__NY_014_poxvirus__2025360.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	hypothetical_protein_YMTVg6L__NP_938267__Yaba_monkey_tumor_virus__38804	hypothetical_protein_YMTVg6L	NP_938267	Yaba_monkey_tumor_virus	;38804;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Yatapoxvirus	Yaba_monkey_tumor_virus	viral_structures/Poxviridae/hypothetical_protein_YMTVg6L__NP_938267__Yaba_monkey_tumor_virus__38804.pdb
72	Bcl-2-like_protein,_IFN-beta_inhibitor__YP_009143331__Raccoonpox_virus__10256	Bcl-2-like_protein__YP_010377170__Monkeypox_virus__10244	Bcl-2-like_protein	YP_010377170	Monkeypox_virus	;10244;	81	Viruses	Nucleocytoviricota	Pokkesviricetes	Chitovirales	Poxviridae	Orthopoxvirus	Monkeypox_virus	viral_structures/Poxviridae/Bcl-2-like_protein__YP_010377170__Monkeypox_virus__10244.pdb
